"request_parameters.type","request_parameters.amazon_domain","request_parameters.search_term","request_parameters.sort_by","request_parameters.page","request_parameters.custom_id","search_results.position","search_results.title","search_results.asin","search_results.link","search_results.image","search_results.rating","search_results.ratings_total","search_results.is_prime","search_results.sponsored","search_results.price.currency","search_results.price.value","search_results.page","search_results.add_on_item.is_add_on_item"
"search","amazon.com","headset",,,,11,"Razer BlackShark V2 X Gaming Headset: 7.1 Surround Sound - 50mm Drivers - Memory Foam Cushion - For PC, PS4, PS5, Switch - 3.5mm Audio Jack - Black","B086PKMZ21","https://www.amazon.com/Razer-BlackShark-V2-Gaming-Headset/dp/B086PKMZ21/ref=sr_1_6?dib=eyJ2IjoiMSJ9.KwpdjAObc7gMgzovgYSHc6N3UEqB6zWcCUJHnB5o7ghcb7vrxVe3JY2o0Aa0t6SeVRQ8eCm7m4WYtGZ71w-FV4HTDtQ819PoOlhqTaBYNsmreH8sRv81UNXv9m4deuOsJCxs_mQTWnXGK8dwDZnuLMy33AyTmy6rpX_TaJ_WAqbKh2QuMnWhfQvRCBRmAwYi40N7CKLSeU7KE2yXRYQjP48CO-rUkPvmxsOD-atfBDg.vMwhOtCQv4hNZYv5l5ds5MN7TAnd7_a4sFV0nf4HhLU&dib_tag=se&keywords=headset&qid=1713238842&sr=8-6","https://m.media-amazon.com/images/I/51FRJHB7XOL._AC_UY218_.jpg",4.5,16860,true,,"USD",40.99,,
"search","amazon.com","headset",,,,12,"Logitech Zone Vibe 100 Lightweight Wireless Over Ear Headphones with Noise Canceling Microphone, Advanced Multipoint Bluetooth Headset, Works with Teams, Google Meet, Zoom, Mac/PC - Graphite","B09NBVS84T","https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MDY5MzMwMjI1MTI3MTA2OjE3MTMyMzg4NDI6c3BfbXRmOjIwMDA4NzExOTk2NjY5ODo6MDo6&url=%2FLogitech-Lightweight-Headphones-Microphone-Multipoint%2Fdp%2FB09NBVS84T%2Fref%3Dsr_1_7_sspa%3Fdib%3DeyJ2IjoiMSJ9.KwpdjAObc7gMgzovgYSHc6N3UEqB6zWcCUJHnB5o7ghcb7vrxVe3JY2o0Aa0t6SeVRQ8eCm7m4WYtGZ71w-FV4HTDtQ819PoOlhqTaBYNsmreH8sRv81UNXv9m4deuOsJCxs_mQTWnXGK8dwDZnuLMy33AyTmy6rpX_TaJ_WAqbKh2QuMnWhfQvRCBRmAwYi40N7CKLSeU7KE2yXRYQjP48CO-rUkPvmxsOD-atfBDg.vMwhOtCQv4hNZYv5l5ds5MN7TAnd7_a4sFV0nf4HhLU%26dib_tag%3Dse%26keywords%3Dheadset%26qid%3D1713238842%26sr%3D8-7-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","https://m.media-amazon.com/images/I/71VEeIkehCL._AC_UY218_.jpg",4,686,true,true,"USD",99.99,,
"search","amazon.com","headset",,,,13,"BENGOO G9000 Stereo Gaming Headset for PS4 PC Xbox One PS5 Controller, Noise Cancelling Over Ear Headphones with Mic, LED Light, Bass Surround, Soft Memory Earmuffs (Blue)","B01H6GUCCQ","https://www.amazon.com/BENGOO-G9000-Controller-Cancelling-Headphones/dp/B01H6GUCCQ/ref=sr_1_8?dib=eyJ2IjoiMSJ9.KwpdjAObc7gMgzovgYSHc6N3UEqB6zWcCUJHnB5o7ghcb7vrxVe3JY2o0Aa0t6SeVRQ8eCm7m4WYtGZ71w-FV4HTDtQ819PoOlhqTaBYNsmreH8sRv81UNXv9m4deuOsJCxs_mQTWnXGK8dwDZnuLMy33AyTmy6rpX_TaJ_WAqbKh2QuMnWhfQvRCBRmAwYi40N7CKLSeU7KE2yXRYQjP48CO-rUkPvmxsOD-atfBDg.vMwhOtCQv4hNZYv5l5ds5MN7TAnd7_a4sFV0nf4HhLU&dib_tag=se&keywords=headset&qid=1713238842&sr=8-8","https://m.media-amazon.com/images/I/61CGHv6kmWL._AC_UY218_.jpg",4.3,105346,true,,"USD",4,,
"search","amazon.com","headset",,,,14,"Bluetooth Headset, Wireless Bluetooth Earpiece with 500mAh Charging Case 72 Hours Talking Time Built-in Microphone for iOS Android Cell Phone, Hand-Free Headphones for Trucker, Office","B0BG28NB7S","https://www.amazon.com/HEIBAS-Bluetooth-Microphone-Hand-Free-Headphones/dp/B0BG28NB7S/ref=sr_1_9?dib=eyJ2IjoiMSJ9.KwpdjAObc7gMgzovgYSHc6N3UEqB6zWcCUJHnB5o7ghcb7vrxVe3JY2o0Aa0t6SeVRQ8eCm7m4WYtGZ71w-FV4HTDtQ819PoOlhqTaBYNsmreH8sRv81UNXv9m4deuOsJCxs_mQTWnXGK8dwDZnuLMy33AyTmy6rpX_TaJ_WAqbKh2QuMnWhfQvRCBRmAwYi40N7CKLSeU7KE2yXRYQjP48CO-rUkPvmxsOD-atfBDg.vMwhOtCQv4hNZYv5l5ds5MN7TAnd7_a4sFV0nf4HhLU&dib_tag=se&keywords=headset&qid=1713238842&sr=8-9","https://m.media-amazon.com/images/I/61QWd6auYKL._AC_UY218_.jpg",4.4,5278,true,,"USD",31.38,,
"search","amazon.com","headset",,,,15,"SteelSeries Arctis Nova 1P Multi-System Gaming Headset — Hi-Fi Drivers — 360° Spatial Audio — Comfort Design — Durable — Lightweight — Noise-Cancelling Mic — PS5/PS4, PC, Xbox, Switch - White","B0B8QMW657","https://www.amazon.com/SteelSeries-Arctis-Nova-Multi-System-Gaming-Headset/dp/B0B8QMW657/ref=sr_1_10?dib=eyJ2IjoiMSJ9.KwpdjAObc7gMgzovgYSHc6N3UEqB6zWcCUJHnB5o7ghcb7vrxVe3JY2o0Aa0t6SeVRQ8eCm7m4WYtGZ71w-FV4HTDtQ819PoOlhqTaBYNsmreH8sRv81UNXv9m4deuOsJCxs_mQTWnXGK8dwDZnuLMy33AyTmy6rpX_TaJ_WAqbKh2QuMnWhfQvRCBRmAwYi40N7CKLSeU7KE2yXRYQjP48CO-rUkPvmxsOD-atfBDg.vMwhOtCQv4hNZYv5l5ds5MN7TAnd7_a4sFV0nf4HhLU&dib_tag=se&keywords=headset&qid=1713238842&sr=8-10","https://m.media-amazon.com/images/I/711IoMiPz4L._AC_UY218_.jpg",4.3,8645,true,,"USD",59.99,,
"search","amazon.com","headset",,,,16,"Corsair VOID RGB ELITE Wireless Gaming Headset - 7.1 Surround Sound - Discord Certified - iCUE Compatible - PC, Mac, PS5, PS4 - White","B07XF2TGGK","https://www.amazon.com/Corsair-Wireless-Premium-Headset-Surround/dp/B07XF2TGGK/ref=sr_1_11?dib=eyJ2IjoiMSJ9.KwpdjAObc7gMgzovgYSHc6N3UEqB6zWcCUJHnB5o7ghcb7vrxVe3JY2o0Aa0t6SeVRQ8eCm7m4WYtGZ71w-FV4HTDtQ819PoOlhqTaBYNsmreH8sRv81UNXv9m4deuOsJCxs_mQTWnXGK8dwDZnuLMy33AyTmy6rpX_TaJ_WAqbKh2QuMnWhfQvRCBRmAwYi40N7CKLSeU7KE2yXRYQjP48CO-rUkPvmxsOD-atfBDg.vMwhOtCQv4hNZYv5l5ds5MN7TAnd7_a4sFV0nf4HhLU&dib_tag=se&keywords=headset&qid=1713238842&sr=8-11","https://m.media-amazon.com/images/I/61nnZlMLDpL._AC_UY218_.jpg",4.4,21944,true,,"USD",79.99,,
"search","amazon.com","headset",,,,17,"Wantek USB Headset with Mic for PC Laptop,3.5mm+USB+Type-C Jack 3-in-1 Computer Headset with Noise Cancelling & Audio Controls,USB Headphones for Call Center,Work,Office,Monaural","B0CXNYQD9G","https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MDY5MzMwMjI1MTI3MTA2OjE3MTMyMzg4NDI6c3BfbXRmOjMwMDE2Mzk4MjA2NDUwMjo6MDo6&url=%2FWantek-Computer-Cancelling-Controls-Headphones%2Fdp%2FB0CXNYQD9G%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.KwpdjAObc7gMgzovgYSHc6N3UEqB6zWcCUJHnB5o7ghcb7vrxVe3JY2o0Aa0t6SeVRQ8eCm7m4WYtGZ71w-FV4HTDtQ819PoOlhqTaBYNsmreH8sRv81UNXv9m4deuOsJCxs_mQTWnXGK8dwDZnuLMy33AyTmy6rpX_TaJ_WAqbKh2QuMnWhfQvRCBRmAwYi40N7CKLSeU7KE2yXRYQjP48CO-rUkPvmxsOD-atfBDg.vMwhOtCQv4hNZYv5l5ds5MN7TAnd7_a4sFV0nf4HhLU%26dib_tag%3Dse%26keywords%3Dheadset%26qid%3D1713238842%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","https://m.media-amazon.com/images/I/61Qj6YrQ+NL._AC_UY218_.jpg",4.2,1338,true,true,"USD",26.39,,
"search","amazon.com","headset",,,,18,"PHOINIKAS Gaming Headset for PS4, Xbox One, PC, Laptop, Mac, Nintendo Switch, 3.5MM PS4 Stereo Headset Over Ear Headphones with Noise-Cancelling Mic, Bass Surround - Camo","B07VFGQ7BC","https://www.amazon.com/Headset-Nintendo-PHOINIKAS-Noise-Cancelling-Surround/dp/B07VFGQ7BC/ref=sr_1_13?dib=eyJ2IjoiMSJ9.KwpdjAObc7gMgzovgYSHc6N3UEqB6zWcCUJHnB5o7ghcb7vrxVe3JY2o0Aa0t6SeVRQ8eCm7m4WYtGZ71w-FV4HTDtQ819PoOlhqTaBYNsmreH8sRv81UNXv9m4deuOsJCxs_mQTWnXGK8dwDZnuLMy33AyTmy6rpX_TaJ_WAqbKh2QuMnWhfQvRCBRmAwYi40N7CKLSeU7KE2yXRYQjP48CO-rUkPvmxsOD-atfBDg.vMwhOtCQv4hNZYv5l5ds5MN7TAnd7_a4sFV0nf4HhLU&dib_tag=se&keywords=headset&qid=1713238842&sr=8-13","https://m.media-amazon.com/images/I/617AAEmjdbL._AC_UY218_.jpg",4.2,11897,true,,"USD",22.89,,
"search","amazon.com","headset",,,,19,"Logitech G335 Wired Gaming Headset, with Flip to Mute Microphone, 3.5mm Audio Jack, Memory Foam Earpads, Lightweight, Compatible with PC, PlayStation, Xbox, Nintendo Switch - White","B08KKZ8S36","https://www.amazon.com/Logitech-G335-Wired-Gaming-Headset/dp/B08KKZ8S36/ref=sr_1_14?dib=eyJ2IjoiMSJ9.KwpdjAObc7gMgzovgYSHc6N3UEqB6zWcCUJHnB5o7ghcb7vrxVe3JY2o0Aa0t6SeVRQ8eCm7m4WYtGZ71w-FV4HTDtQ819PoOlhqTaBYNsmreH8sRv81UNXv9m4deuOsJCxs_mQTWnXGK8dwDZnuLMy33AyTmy6rpX_TaJ_WAqbKh2QuMnWhfQvRCBRmAwYi40N7CKLSeU7KE2yXRYQjP48CO-rUkPvmxsOD-atfBDg.vMwhOtCQv4hNZYv5l5ds5MN7TAnd7_a4sFV0nf4HhLU&dib_tag=se&keywords=headset&qid=1713238842&sr=8-14","https://m.media-amazon.com/images/I/71pR5h7q9RS._AC_UY218_.jpg",4.3,8629,true,,"USD",37.99,,
"search","amazon.com","headset",,,,20,"HROEENOI Premium USB Wired Headset with Noise-Cancelling Microphone, Ideal for PC, Laptop, Zoom Calls, Skype Meetings, Call Centers, and Home Office Use with in-Line Controls for Volume & Mic Mute","B09C5RHV52","https://www.amazon.com/HROEENOI-Cancelling-Microphone-Headphones-Microsoft/dp/B09C5RHV52/ref=sr_1_15?dib=eyJ2IjoiMSJ9.KwpdjAObc7gMgzovgYSHc6N3UEqB6zWcCUJHnB5o7ghcb7vrxVe3JY2o0Aa0t6SeVRQ8eCm7m4WYtGZ71w-FV4HTDtQ819PoOlhqTaBYNsmreH8sRv81UNXv9m4deuOsJCxs_mQTWnXGK8dwDZnuLMy33AyTmy6rpX_TaJ_WAqbKh2QuMnWhfQvRCBRmAwYi40N7CKLSeU7KE2yXRYQjP48CO-rUkPvmxsOD-atfBDg.vMwhOtCQv4hNZYv5l5ds5MN7TAnd7_a4sFV0nf4HhLU&dib_tag=se&keywords=headset&qid=1713238842&sr=8-15","https://m.media-amazon.com/images/I/61Cs0+0aSzL._AC_UY218_.jpg",4,1796,true,,"USD",25.85,,
"search","amazon.com","headset",,,,21,"HyperX Cloud II - Gaming Headset, 7.1 Surround Sound, Memory Foam Ear Pads, Durable Aluminum Frame, Detachable Microphone, Works with PC, PS5, PS4, Xbox Series X|S, Xbox One – Red","B00SAYCXWG","https://www.amazon.com/HyperX-Cloud-Gaming-Headset-KHX-HSCP-RD/dp/B00SAYCXWG/ref=sr_1_16?dib=eyJ2IjoiMSJ9.KwpdjAObc7gMgzovgYSHc6N3UEqB6zWcCUJHnB5o7ghcb7vrxVe3JY2o0Aa0t6SeVRQ8eCm7m4WYtGZ71w-FV4HTDtQ819PoOlhqTaBYNsmreH8sRv81UNXv9m4deuOsJCxs_mQTWnXGK8dwDZnuLMy33AyTmy6rpX_TaJ_WAqbKh2QuMnWhfQvRCBRmAwYi40N7CKLSeU7KE2yXRYQjP48CO-rUkPvmxsOD-atfBDg.vMwhOtCQv4hNZYv5l5ds5MN7TAnd7_a4sFV0nf4HhLU&dib_tag=se&keywords=headset&qid=1713238842&sr=8-16","https://m.media-amazon.com/images/I/61E0RGekWGL._AC_UY218_.jpg",4.5,68861,,,"USD",79.99,,
"search","amazon.com","headset",,,,22,"NUBWO HW02 USB Computer Headset with Clear Chat Microphone, Lightweight On-Ear Wired Headset for MS Teams, Skype, Webinars, Call Center and More (Black)","B08P37VLHY","https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MDY5MzMwMjI1MTI3MTA2OjE3MTMyMzg4NDI6c3BfbXRmOjMwMDE2MDg3MTQ3OTIwMjo6MDo6&url=%2FMicrophone-headphones-Cancelling-Lightweight-PlayStation-5%2Fdp%2FB08P37VLHY%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.KwpdjAObc7gMgzovgYSHc6N3UEqB6zWcCUJHnB5o7ghcb7vrxVe3JY2o0Aa0t6SeVRQ8eCm7m4WYtGZ71w-FV4HTDtQ819PoOlhqTaBYNsmreH8sRv81UNXv9m4deuOsJCxs_mQTWnXGK8dwDZnuLMy33AyTmy6rpX_TaJ_WAqbKh2QuMnWhfQvRCBRmAwYi40N7CKLSeU7KE2yXRYQjP48CO-rUkPvmxsOD-atfBDg.vMwhOtCQv4hNZYv5l5ds5MN7TAnd7_a4sFV0nf4HhLU%26dib_tag%3Dse%26keywords%3Dheadset%26qid%3D1713238842%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","https://m.media-amazon.com/images/I/61RheQG1HyL._AC_UY218_.jpg",4.2,4675,true,true,"USD",18.99,,
"search","amazon.com","headset",,,,23,"HyperX CloudX, Official Xbox Licensed Gaming Headset, Compatible with Xbox One and Series X|S, Memory Foam Ear Cushions, Detachable Noise-Cancelling Mic, in-line Audio Controls,Black/ Silver","B08KS397GY","https://www.amazon.com/HyperX-Official-Compatible-Detachable-Noise-Cancelling/dp/B08KS397GY/ref=sr_1_18?dib=eyJ2IjoiMSJ9.KwpdjAObc7gMgzovgYSHc6N3UEqB6zWcCUJHnB5o7ghcb7vrxVe3JY2o0Aa0t6SeVRQ8eCm7m4WYtGZ71w-FV4HTDtQ819PoOlhqTaBYNsmreH8sRv81UNXv9m4deuOsJCxs_mQTWnXGK8dwDZnuLMy33AyTmy6rpX_TaJ_WAqbKh2QuMnWhfQvRCBRmAwYi40N7CKLSeU7KE2yXRYQjP48CO-rUkPvmxsOD-atfBDg.vMwhOtCQv4hNZYv5l5ds5MN7TAnd7_a4sFV0nf4HhLU&dib_tag=se&keywords=headset&qid=1713238842&sr=8-18","https://m.media-amazon.com/images/I/71yqtewaJKL._AC_UY218_.jpg",4.5,30982,,,"USD",44.99,,
"search","amazon.com","headset",,,,24,"JBL Quantum 100 - Wired Over-Ear Gaming Headphones - Black, Large","B084CWCJTW","https://www.amazon.com/JBL-Quantum-100-Over-Ear-Headphones/dp/B084CWCJTW/ref=sr_1_19?dib=eyJ2IjoiMSJ9.KwpdjAObc7gMgzovgYSHc6N3UEqB6zWcCUJHnB5o7ghcb7vrxVe3JY2o0Aa0t6SeVRQ8eCm7m4WYtGZ71w-FV4HTDtQ819PoOlhqTaBYNsmreH8sRv81UNXv9m4deuOsJCxs_mQTWnXGK8dwDZnuLMy33AyTmy6rpX_TaJ_WAqbKh2QuMnWhfQvRCBRmAwYi40N7CKLSeU7KE2yXRYQjP48CO-rUkPvmxsOD-atfBDg.vMwhOtCQv4hNZYv5l5ds5MN7TAnd7_a4sFV0nf4HhLU&dib_tag=se&keywords=headset&qid=1713238842&sr=8-19","https://m.media-amazon.com/images/I/61JNvN9+MZL._AC_UY218_.jpg",4.3,15548,,,"USD",39.95,,
"search","amazon.com","headset",,,,25,"Trucker Bluetooth Headset, V5.2 Wireless Headset with Upgraded Microphone AI Noise Canceling, On Ear Bluetooth Headphone with Mute for Driver Office Call Center (Black)","B09WRDNM7F","https://www.amazon.com/Bluetooth-Sarevile-Microphone-Canceling-Headphone/dp/B09WRDNM7F/ref=sr_1_20?dib=eyJ2IjoiMSJ9.KwpdjAObc7gMgzovgYSHc6N3UEqB6zWcCUJHnB5o7ghcb7vrxVe3JY2o0Aa0t6SeVRQ8eCm7m4WYtGZ71w-FV4HTDtQ819PoOlhqTaBYNsmreH8sRv81UNXv9m4deuOsJCxs_mQTWnXGK8dwDZnuLMy33AyTmy6rpX_TaJ_WAqbKh2QuMnWhfQvRCBRmAwYi40N7CKLSeU7KE2yXRYQjP48CO-rUkPvmxsOD-atfBDg.vMwhOtCQv4hNZYv5l5ds5MN7TAnd7_a4sFV0nf4HhLU&dib_tag=se&keywords=headset&qid=1713238842&sr=8-20","https://m.media-amazon.com/images/I/61zrp9vEicL._AC_UY218_.jpg",4.6,4481,true,,"USD",39.99,,
"search","amazon.com","headset",,,,26,"Razer Kraken V3 X Wired USB Gaming Headset: Lightweight Build - Triforce 40mm Drivers - HyperClear Cardioid Mic - 7.1 Surround Sound - Chroma RGB Lighting - Black","B0BSJYM8FF","https://www.amazon.com/Razer-Kraken-Wired-Gaming-Headset/dp/B0BSJYM8FF/ref=sr_1_21?dib=eyJ2IjoiMSJ9.KwpdjAObc7gMgzovgYSHc6N3UEqB6zWcCUJHnB5o7ghcb7vrxVe3JY2o0Aa0t6SeVRQ8eCm7m4WYtGZ71w-FV4HTDtQ819PoOlhqTaBYNsmreH8sRv81UNXv9m4deuOsJCxs_mQTWnXGK8dwDZnuLMy33AyTmy6rpX_TaJ_WAqbKh2QuMnWhfQvRCBRmAwYi40N7CKLSeU7KE2yXRYQjP48CO-rUkPvmxsOD-atfBDg.vMwhOtCQv4hNZYv5l5ds5MN7TAnd7_a4sFV0nf4HhLU&dib_tag=se&keywords=headset&qid=1713238842&sr=8-21","https://m.media-amazon.com/images/I/61-OzFM6aTL._AC_UY218_.jpg",4.2,2246,true,,"USD",44.99,,
"search","amazon.com","headset",,,,27,"Yealink UH34 USB Wired Headset with Microphone - Stereo Headphones with Noise Cancelling,Professional Business Headphones VoIP Phone Computer Call Center Office(Ultra Light)","B0924JCF7Z","https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MDY5MzMwMjI1MTI3MTA2OjE3MTMyMzg4NDI6c3BfYnRmOjIwMDE3MzE3OTY1OTg5ODo6MDo6&url=%2FYealink-Microphone-Certified-Cancelling-UH34-DUAL-Lite%2Fdp%2FB0924JCF7Z%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.KwpdjAObc7gMgzovgYSHc6N3UEqB6zWcCUJHnB5o7ghcb7vrxVe3JY2o0Aa0t6SeVRQ8eCm7m4WYtGZ71w-FV4HTDtQ819PoOlhqTaBYNsmreH8sRv81UNXv9m4deuOsJCxs_mQTWnXGK8dwDZnuLMy33AyTmy6rpX_TaJ_WAqbKh2QuMnWhfQvRCBRmAwYi40N7CKLSeU7KE2yXRYQjP48CO-rUkPvmxsOD-atfBDg.vMwhOtCQv4hNZYv5l5ds5MN7TAnd7_a4sFV0nf4HhLU%26dib_tag%3Dse%26keywords%3Dheadset%26qid%3D1713238842%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1","https://m.media-amazon.com/images/I/61VoZM2FytL._AC_UY218_.jpg",4.3,398,true,true,"USD",45.99,,
"search","amazon.com","headset",,,,28,"Computer Wired Keyboard, Plug Play USB Full-Size Keyboard with Large Number Pad, Caps Indicators, Foldable Stands, for Windows 7/8/10 PC Laptop (Milk Tea Colorful)","B0BKQ6W5D4","https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxMDY2ODE1MDkyOTE3MTA2OjE3MTMyMzg4NDI6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDAxMDQzMzY3NDgzMDI6OjA6Og&url=%2FAtelus-Computer-Keyboard-Full-Size-Indicators%2Fdp%2FB0BKQ6W5D4%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.67992504-764e-49ba-a7f8-7e7ed8049e9c%253Aamzn1.sym.67992504-764e-49ba-a7f8-7e7ed8049e9c%26cv_ct_cx%3Dheadset%26dib%3DeyJ2IjoiMSJ9.vnVmuhOKorzPPA-HNHtNmPRAOMpgXwV3PE6o7E9F8mvLmrFV-iqQgAvtGkCZS4VlCpEnaA61d6paCGyJmrY-Iw.BpLI_J-Cx_VBakOR2FwV8FW0Jjjf9OXCSrW61ggWTkQ%26dib_tag%3Dse%26keywords%3Dheadset%26pd_rd_i%3DB0BKQ6W5D4%26pd_rd_r%3Df5be88e2-6378-402f-83dc-483e135f51bc%26pd_rd_w%3D1A3Ap%26pd_rd_wg%3DyVZ0j%26pf_rd_p%3D67992504-764e-49ba-a7f8-7e7ed8049e9c%26pf_rd_r%3DAR01K9RS8Y2STQ0QHMKE%26qid%3D1713238842%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-1-2ce85fbe-2281-435c-ad39-d4a3c51e67ed-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1","https://m.media-amazon.com/images/I/61GPQAVelpL._AC_UL320_.jpg",4.5,700,true,,"USD",29.99,,
"search","amazon.com","headset",,,,29,"4PCS 1/4'' to (1/8'') 3.5mm Stereo Headphone Adapters for Audio Connector, 3.5mm Female to 6.35mm Male Jack Plug Stereo Adapter for Headphone Adapte","B07YTGQJL9","https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxMDY2ODE1MDkyOTE3MTA2OjE3MTMyMzg4NDI6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjoyMDAwMjY0NTIwODIwOTg6OjE6Og&url=%2FNANYI-Stereo-Headphone-Adapter-Connector%2Fdp%2FB07YTGQJL9%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.67992504-764e-49ba-a7f8-7e7ed8049e9c%253Aamzn1.sym.67992504-764e-49ba-a7f8-7e7ed8049e9c%26cv_ct_cx%3Dheadset%26dib%3DeyJ2IjoiMSJ9.vnVmuhOKorzPPA-HNHtNmPRAOMpgXwV3PE6o7E9F8mvLmrFV-iqQgAvtGkCZS4VlCpEnaA61d6paCGyJmrY-Iw.BpLI_J-Cx_VBakOR2FwV8FW0Jjjf9OXCSrW61ggWTkQ%26dib_tag%3Dse%26keywords%3Dheadset%26pd_rd_i%3DB07YTGQJL9%26pd_rd_r%3Df5be88e2-6378-402f-83dc-483e135f51bc%26pd_rd_w%3D1A3Ap%26pd_rd_wg%3DyVZ0j%26pf_rd_p%3D67992504-764e-49ba-a7f8-7e7ed8049e9c%26pf_rd_r%3DAR01K9RS8Y2STQ0QHMKE%26qid%3D1713238842%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-2-2ce85fbe-2281-435c-ad39-d4a3c51e67ed-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1","https://m.media-amazon.com/images/I/71QPQOFqfbL._AC_UL320_.jpg",4.2,1336,true,,"USD",5.98,,
"search","amazon.com","headset",,,,30,"HOSONGIN 1/4 inch TRS Stereo Splitter Y Cable 1.6Ft, 1/4 Inch 6.35mm Stereo Male Plug to Dual 1/4 Inch 6.35mm Female Jack, Black Aluminum Alloy Shell Gold Plated Plug Socket","B083XSGNS8","https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxMDY2ODE1MDkyOTE3MTA2OjE3MTMyMzg4NDI6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDAxNjcyMTk2NjcwMDI6OjI6Og&url=%2FHOSONGIN-Stereo-Splitter-6-35mm-Female%2Fdp%2FB083XSGNS8%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.67992504-764e-49ba-a7f8-7e7ed8049e9c%253Aamzn1.sym.67992504-764e-49ba-a7f8-7e7ed8049e9c%26cv_ct_cx%3Dheadset%26dib%3DeyJ2IjoiMSJ9.vnVmuhOKorzPPA-HNHtNmPRAOMpgXwV3PE6o7E9F8mvLmrFV-iqQgAvtGkCZS4VlCpEnaA61d6paCGyJmrY-Iw.BpLI_J-Cx_VBakOR2FwV8FW0Jjjf9OXCSrW61ggWTkQ%26dib_tag%3Dse%26keywords%3Dheadset%26pd_rd_i%3DB083XSGNS8%26pd_rd_r%3Df5be88e2-6378-402f-83dc-483e135f51bc%26pd_rd_w%3D1A3Ap%26pd_rd_wg%3DyVZ0j%26pf_rd_p%3D67992504-764e-49ba-a7f8-7e7ed8049e9c%26pf_rd_r%3DAR01K9RS8Y2STQ0QHMKE%26qid%3D1713238842%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-3-2ce85fbe-2281-435c-ad39-d4a3c51e67ed-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1","https://m.media-amazon.com/images/I/61yhWQJvhGL._AC_UL320_.jpg",4.5,1519,true,,"USD",12.99,,
